deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,dataset,model,seed,method,noise_level
62,0.49714285714285716,0.41037735849056606,0.0,1.0,0.0,credit-g,lr,47,oracle_deletion,high
62,0.6123809523809524,0.6187146577817406,0.29333333333333333,0.3225806451612903,0.04838709677419355,credit-g,lr,47,crcc_p_l0,high
62,0.6123809523809524,0.6187146577817406,0.29333333333333333,0.3225806451612903,0.04838709677419355,credit-g,lr,47,crcc_p_l025,high
62,0.6123809523809524,0.6187146577817406,0.29333333333333333,0.3225806451612903,0.04838709677419355,credit-g,lr,47,crcc_p_l05,high
62,0.6123809523809524,0.6187146577817406,0.29333333333333333,0.3225806451612903,0.04838709677419355,credit-g,lr,47,crcc_p_l10,high
62,0.6123809523809524,0.6187146577817406,0.29333333333333333,0.22580645161290322,0.04838709677419355,credit-g,lr,47,crcc_m,high
0,0.5238095238095238,0.4642857142857143,0.05333333333333334,0.0,0.0,credit-g,lr,61,no_cleaning,high
62,0.5171428571428571,0.45127634625214225,0.04,0.24193548387096775,0.04838709677419355,credit-g,lr,61,random_deletion,high
62,0.5723809523809524,0.5574753639269768,0.17333333333333334,0.7741935483870968,0.22580645161290322,credit-g,lr,61,global_top_loss,high
62,0.62,0.6280002587824287,0.36,0.2903225806451613,0.0967741935483871,credit-g,lr,61,class_proportional,high
62,0.52,0.45315348158950053,0.04,1.0,0.0,credit-g,lr,61,oracle_deletion,high
62,0.62,0.6280002587824287,0.36,0.2903225806451613,0.0967741935483871,credit-g,lr,61,crcc_p_l0,high
62,0.62,0.6280002587824287,0.36,0.2903225806451613,0.0967741935483871,credit-g,lr,61,crcc_p_l025,high
62,0.62,0.6280002587824287,0.36,0.2903225806451613,0.0967741935483871,credit-g,lr,61,crcc_p_l05,high
62,0.62,0.6280002587824287,0.36,0.2903225806451613,0.0967741935483871,credit-g,lr,61,crcc_p_l10,high
62,0.6142857142857143,0.6213333333333333,0.36,0.22580645161290322,0.04838709677419355,credit-g,lr,61,crcc_m,high
0,0.5323809523809524,0.49208204614399825,0.09333333333333334,0.0,0.0,credit-g,lr,83,no_cleaning,high
62,0.5685714285714285,0.5499610414035841,0.16,0.20967741935483872,0.11290322580645161,credit-g,lr,83,random_deletion,high
62,0.5628571428571428,0.5536915213616689,0.2,0.7903225806451613,0.20967741935483872,credit-g,lr,83,global_top_loss,high
62,0.6104761904761905,0.6172176575877165,0.3466666666666667,0.3225806451612903,0.06451612903225806,credit-g,lr,83,class_proportional,high
62,0.5352380952380952,0.49443882709807885,0.09333333333333334,1.0,0.0,credit-g,lr,83,oracle_deletion,high
62,0.6104761904761905,0.6172176575877165,0.3466666666666667,0.3225806451612903,0.06451612903225806,credit-g,lr,83,crcc_p_l0,high
62,0.6104761904761905,0.6172176575877165,0.3466666666666667,0.3225806451612903,0.06451612903225806,credit-g,lr,83,crcc_p_l025,high
62,0.6104761904761905,0.6172176575877165,0.3466666666666667,0.3225806451612903,0.06451612903225806,credit-g,lr,83,crcc_p_l05,high
62,0.6104761904761905,0.6172176575877165,0.3466666666666667,0.3225806451612903,0.06451612903225806,credit-g,lr,83,crcc_p_l10,high
62,0.6019047619047619,0.6074187250657839,0.3466666666666667,0.25806451612903225,0.04838709677419355,credit-g,lr,83,crcc_m,high
0,0.5419047619047619,0.5203499526745287,0.14666666666666667,0.0,0.0,credit-g,hgb,13,no_cleaning,high
62,0.5742857142857143,0.565480238796947,0.2,0.25806451612903225,0.06451612903225806,credit-g,hgb,13,random_deletion,high
62,0.5533333333333333,0.5310559826688859,0.14666666666666667,0.7580645161290323,0.22580645161290322,credit-g,hgb,13,global_top_loss,high
62,0.5800000000000001,0.5815759523331325,0.28,0.3225806451612903,0.08064516129032258,credit-g,hgb,13,class_proportional,high
62,0.5514285714285714,0.5331406206032079,0.16,1.0,0.0,credit-g,hgb,13,oracle_deletion,high
62,0.5800000000000001,0.5815759523331325,0.28,0.3225806451612903,0.08064516129032258,credit-g,hgb,13,crcc_p_l0,high
62,0.5800000000000001,0.5815759523331325,0.28,0.3225806451612903,0.08064516129032258,credit-g,hgb,13,crcc_p_l025,high
62,0.5800000000000001,0.5815759523331325,0.28,0.3225806451612903,0.08064516129032258,credit-g,hgb,13,crcc_p_l05,high
62,0.5800000000000001,0.5815759523331325,0.28,0.3225806451612903,0.08064516129032258,credit-g,hgb,13,crcc_p_l10,high
62,0.6295238095238095,0.6387828599771409,0.37333333333333335,0.25806451612903225,0.04838709677419355,credit-g,hgb,13,crcc_m,high
0,0.5619047619047619,0.55,0.18666666666666668,0.0,0.0,credit-g,hgb,29,no_cleaning,high
62,0.5952380952380952,0.5961422543701025,0.25333333333333335,0.1935483870967742,0.08064516129032258,credit-g,hgb,29,random_deletion,high
62,0.5285714285714286,0.49967511371020146,0.12,0.6935483870967742,0.25806451612903225,credit-g,hgb,29,global_top_loss,high
62,0.5419047619047619,0.5369440539153333,0.22666666666666666,0.27419354838709675,0.04838709677419355,credit-g,hgb,29,class_proportional,high
62,0.5780952380952381,0.5719496761706245,0.21333333333333335,1.0,0.0,credit-g,hgb,29,oracle_deletion,high
62,0.5419047619047619,0.5369440539153333,0.22666666666666666,0.27419354838709675,0.04838709677419355,credit-g,hgb,29,crcc_p_l0,high
62,0.5419047619047619,0.5369440539153333,0.22666666666666666,0.27419354838709675,0.04838709677419355,credit-g,hgb,29,crcc_p_l025,high
62,0.5419047619047619,0.5369440539153333,0.22666666666666666,0.27419354838709675,0.04838709677419355,credit-g,hgb,29,crcc_p_l05,high
62,0.5419047619047619,0.5369440539153333,0.22666666666666666,0.27419354838709675,0.04838709677419355,credit-g,hgb,29,crcc_p_l10,high
62,0.5847619047619048,0.5882740447957839,0.3466666666666667,0.1935483870967742,0.016129032258064516,credit-g,hgb,29,crcc_m,high
0,0.5704761904761905,0.5587219564605663,0.18666666666666668,0.0,0.0,credit-g,hgb,47,no_cleaning,high
62,0.5495238095238095,0.5347279088811137,0.17333333333333334,0.27419354838709675,0.04838709677419355,credit-g,hgb,47,random_deletion,high
62,0.5285714285714286,0.482636428065202,0.08,0.7096774193548387,0.27419354838709675,credit-g,hgb,47,global_top_loss,high
62,0.5914285714285714,0.595652455198292,0.32,0.25806451612903225,0.04838709677419355,credit-g,hgb,47,class_proportional,high
62,0.5742857142857143,0.565480238796947,0.2,1.0,0.0,credit-g,hgb,47,oracle_deletion,high
62,0.5914285714285714,0.595652455198292,0.32,0.25806451612903225,0.04838709677419355,credit-g,hgb,47,crcc_p_l0,high
62,0.5914285714285714,0.595652455198292,0.32,0.25806451612903225,0.04838709677419355,credit-g,hgb,47,crcc_p_l025,high
62,0.5914285714285714,0.595652455198292,0.32,0.25806451612903225,0.04838709677419355,credit-g,hgb,47,crcc_p_l05,high
62,0.5914285714285714,0.595652455198292,0.32,0.25806451612903225,0.04838709677419355,credit-g,hgb,47,crcc_p_l10,high
62,0.5885714285714285,0.5924845573095401,0.32,0.1935483870967742,0.03225806451612903,credit-g,hgb,47,crcc_m,high
0,0.5219047619047619,0.5022338772338772,0.14666666666666667,0.0,0.0,credit-g,hgb,61,no_cleaning,high
62,0.5323809523809524,0.5075592847458494,0.13333333333333333,0.24193548387096775,0.04838709677419355,credit-g,hgb,61,random_deletion,high
62,0.5380952380952381,0.5126705653021442,0.13333333333333333,0.6935483870967742,0.2903225806451613,credit-g,hgb,61,global_top_loss,high
62,0.5780952380952381,0.5802350683617175,0.29333333333333333,0.2903225806451613,0.016129032258064516,credit-g,hgb,61,class_proportional,high
62,0.5361904761904762,0.5010798545613604,0.10666666666666667,1.0,0.0,credit-g,hgb,61,oracle_deletion,high
62,0.5780952380952381,0.5802350683617175,0.29333333333333333,0.2903225806451613,0.016129032258064516,credit-g,hgb,61,crcc_p_l0,high
62,0.5780952380952381,0.5802350683617175,0.29333333333333333,0.2903225806451613,0.016129032258064516,credit-g,hgb,61,crcc_p_l025,high
62,0.5780952380952381,0.5802350683617175,0.29333333333333333,0.2903225806451613,0.016129032258064516,credit-g,hgb,61,crcc_p_l05,high
62,0.5780952380952381,0.5802350683617175,0.29333333333333333,0.2903225806451613,0.016129032258064516,credit-g,hgb,61,crcc_p_l10,high
62,0.5580952380952381,0.5589717741935484,0.29333333333333333,0.1935483870967742,0.0,credit-g,hgb,61,crcc_m,high
0,0.5476190476190477,0.5256660168940871,0.14666666666666667,0.0,0.0,credit-g,hgb,83,no_cleaning,high
62,0.4876190476190476,0.4456476897689769,0.06666666666666667,0.20967741935483872,0.11290322580645161,credit-g,hgb,83,random_deletion,high
62,0.5476190476190477,0.5256660168940871,0.14666666666666667,0.7741935483870968,0.22580645161290322,credit-g,hgb,83,global_top_loss,high
62,0.5085714285714286,0.5012576979790094,0.2,0.27419354838709675,0.08064516129032258,credit-g,hgb,83,class_proportional,high
62,0.5304761904761904,0.49622504634729575,0.10666666666666667,1.0,0.0,credit-g,hgb,83,oracle_deletion,high
62,0.5085714285714286,0.5012576979790094,0.2,0.27419354838709675,0.08064516129032258,credit-g,hgb,83,crcc_p_l0,high
62,0.5085714285714286,0.5012576979790094,0.2,0.27419354838709675,0.08064516129032258,credit-g,hgb,83,crcc_p_l025,high
62,0.5085714285714286,0.5012576979790094,0.2,0.27419354838709675,0.08064516129032258,credit-g,hgb,83,crcc_p_l05,high
62,0.5085714285714286,0.5012576979790094,0.2,0.27419354838709675,0.08064516129032258,credit-g,hgb,83,crcc_p_l10,high
62,0.5352380952380953,0.5331465919701214,0.25333333333333335,0.20967741935483872,0.016129032258064516,credit-g,hgb,83,crcc_m,high
0,0.5295610787942887,0.5159977888336097,0.06557377049180328,0.0,0.0,yeast,lr,13,no_cleaning,high
109,0.5295610787942887,0.5159977888336097,0.06557377049180328,0.1743119266055046,0.05504587155963303,yeast,lr,13,random_deletion,high
109,0.5804865150713908,0.5988569663268458,0.18032786885245902,0.8623853211009175,0.12844036697247707,yeast,lr,13,global_top_loss,high
109,0.7386303543098889,0.7235469448584202,0.5901639344262295,0.5504587155963303,0.05504587155963303,yeast,lr,13,class_proportional,high
109,0.5525383395029085,0.5561176297726748,0.11475409836065574,1.0,0.0,yeast,lr,13,oracle_deletion,high
109,0.7386303543098889,0.7235469448584202,0.5901639344262295,0.5504587155963303,0.05504587155963303,yeast,lr,13,crcc_p_l0,high
109,0.7386303543098889,0.7235469448584202,0.5901639344262295,0.5504587155963303,0.05504587155963303,yeast,lr,13,crcc_p_l025,high
109,0.7386303543098889,0.7235469448584202,0.5901639344262295,0.5504587155963303,0.05504587155963303,yeast,lr,13,crcc_p_l05,high
109,0.7386303543098889,0.7235469448584202,0.5901639344262295,0.5504587155963303,0.05504587155963303,yeast,lr,13,crcc_p_l10,high
109,0.7468270756213644,0.7297554230403596,0.6065573770491803,0.44954128440366975,0.027522935779816515,yeast,lr,13,crcc_m,high
0,0.5,0.4552129221732746,0.0,0.0,0.0,yeast,lr,29,no_cleaning,high
109,0.5,0.4552129221732746,0.0,0.27522935779816515,0.08256880733944955,yeast,lr,29,random_deletion,high
109,0.5935219460602856,0.6188556978030662,0.19672131147540983,0.8899082568807339,0.11009174311926606,yeast,lr,29,global_top_loss,high
109,0.7184822845055526,0.7399228881878724,0.4918032786885246,0.5229357798165137,0.01834862385321101,yeast,lr,29,class_proportional,high
109,0.49838709677419357,0.45441176470588235,0.0,1.0,0.0,yeast,lr,29,oracle_deletion,high
109,0.7184822845055526,0.7399228881878724,0.4918032786885246,0.5229357798165137,0.01834862385321101,yeast,lr,29,crcc_p_l0,high
109,0.7184822845055526,0.7399228881878724,0.4918032786885246,0.5229357798165137,0.01834862385321101,yeast,lr,29,crcc_p_l025,high
109,0.7184822845055526,0.7399228881878724,0.4918032786885246,0.5229357798165137,0.01834862385321101,yeast,lr,29,crcc_p_l05,high
109,0.7184822845055526,0.7399228881878724,0.4918032786885246,0.5229357798165137,0.01834862385321101,yeast,lr,29,crcc_p_l10,high
109,0.726679005817028,0.7472788671971246,0.5081967213114754,0.46788990825688076,0.009174311926605505,yeast,lr,29,crcc_m,high
0,0.554151242728715,0.5583333333333333,0.11475409836065574,0.0,0.0,yeast,lr,47,no_cleaning,high
109,0.5377578001057641,0.5305027055332519,0.08196721311475409,0.22935779816513763,0.10091743119266056,yeast,lr,47,random_deletion,high
109,0.5984928609201481,0.6245871279378352,0.21311475409836064,0.8348623853211009,0.1559633027522936,yeast,lr,47,global_top_loss,high
109,0.702221047065045,0.7160714285714286,0.47540983606557374,0.47706422018348627,0.01834862385321101,yeast,lr,47,class_proportional,high
109,0.557509254362771,0.5646949344554135,0.13114754098360656,1.0,0.0,yeast,lr,47,oracle_deletion,high
109,0.702221047065045,0.7160714285714286,0.47540983606557374,0.47706422018348627,0.01834862385321101,yeast,lr,47,crcc_p_l0,high
109,0.702221047065045,0.7160714285714286,0.47540983606557374,0.47706422018348627,0.01834862385321101,yeast,lr,47,crcc_p_l025,high
109,0.702221047065045,0.7160714285714286,0.47540983606557374,0.47706422018348627,0.01834862385321101,yeast,lr,47,crcc_p_l05,high
109,0.702221047065045,0.7160714285714286,0.47540983606557374,0.47706422018348627,0.01834862385321101,yeast,lr,47,crcc_p_l10,high
109,0.71216287678477,0.7178400695349848,0.5081967213114754,0.3761467889908257,0.0,yeast,lr,47,crcc_m,high
0,0.49838709677419357,0.45441176470588235,0.0,0.0,0.0,yeast,lr,61,no_cleaning,high
109,0.49838709677419357,0.45441176470588235,0.0,0.22935779816513763,0.13761467889908258,yeast,lr,61,random_deletion,high
109,0.570676890534109,0.5845304294099475,0.16393442622950818,0.926605504587156,0.06422018348623854,yeast,lr,61,global_top_loss,high
109,0.7040983606557377,0.7027594993235877,0.5081967213114754,0.5871559633027523,0.0,yeast,lr,61,class_proportional,high
109,0.49838709677419357,0.45441176470588235,0.0,1.0,0.0,yeast,lr,61,oracle_deletion,high
109,0.7040983606557377,0.7027594993235877,0.5081967213114754,0.5871559633027523,0.0,yeast,lr,61,crcc_p_l0,high
109,0.7040983606557377,0.7027594993235877,0.5081967213114754,0.5871559633027523,0.0,yeast,lr,61,crcc_p_l025,high
109,0.7040983606557377,0.7027594993235877,0.5081967213114754,0.5871559633027523,0.0,yeast,lr,61,crcc_p_l05,high
109,0.7040983606557377,0.7027594993235877,0.5081967213114754,0.5871559633027523,0.0,yeast,lr,61,crcc_p_l10,high
109,0.7156530936012693,0.7073239006514658,0.5409836065573771,0.48623853211009177,0.0,yeast,lr,61,crcc_m,high
0,0.49838709677419357,0.45441176470588235,0.0,0.0,0.0,yeast,lr,83,no_cleaning,high
109,0.49838709677419357,0.45441176470588235,0.0,0.28440366972477066,0.07339449541284404,yeast,lr,83,random_deletion,high
109,0.5837123215230037,0.6041963015647227,0.18032786885245902,0.8715596330275229,0.11926605504587157,yeast,lr,83,global_top_loss,high
109,0.7268112109994712,0.7375910131058873,0.5245901639344263,0.5321100917431193,0.009174311926605505,yeast,lr,83,class_proportional,high
109,0.5213643574828133,0.5010758472296933,0.04918032786885246,1.0,0.0,yeast,lr,83,oracle_deletion,high
109,0.7268112109994712,0.7375910131058873,0.5245901639344263,0.5321100917431193,0.009174311926605505,yeast,lr,83,crcc_p_l0,high
109,0.7268112109994712,0.7375910131058873,0.5245901639344263,0.5321100917431193,0.009174311926605505,yeast,lr,83,crcc_p_l025,high
109,0.7268112109994712,0.7375910131058873,0.5245901639344263,0.5321100917431193,0.009174311926605505,yeast,lr,83,crcc_p_l05,high
109,0.7268112109994712,0.7375910131058873,0.5245901639344263,0.5321100917431193,0.009174311926605505,yeast,lr,83,crcc_p_l10,high
109,0.7448175568482285,0.7547647901288972,0.5573770491803278,0.43119266055045874,0.009174311926605505,yeast,lr,83,crcc_m,high
0,0.6254891591750397,0.629634188034188,0.36065573770491804,0.0,0.0,yeast,hgb,13,no_cleaning,high
109,0.6320729772607085,0.6346898309885752,0.3770491803278688,0.1743119266055046,0.05504587155963303,yeast,hgb,13,random_deletion,high
109,0.6218667371760973,0.6389768462025609,0.3114754098360656,0.7339449541284404,0.23853211009174313,yeast,hgb,13,global_top_loss,high
109,0.6227921734531994,0.6058582485961451,0.4262295081967213,0.3486238532110092,0.03669724770642202,yeast,hgb,13,class_proportional,high
109,0.6449762030671602,0.6557016604560186,0.3770491803278688,1.0,0.0,yeast,hgb,13,oracle_deletion,high
109,0.6227921734531994,0.6058582485961451,0.4262295081967213,0.3486238532110092,0.03669724770642202,yeast,hgb,13,crcc_p_l0,high
109,0.6227921734531994,0.6058582485961451,0.4262295081967213,0.3486238532110092,0.03669724770642202,yeast,hgb,13,crcc_p_l025,high
109,0.6227921734531994,0.6058582485961451,0.4262295081967213,0.3486238532110092,0.03669724770642202,yeast,hgb,13,crcc_p_l05,high
109,0.6227921734531994,0.6058582485961451,0.4262295081967213,0.3486238532110092,0.03669724770642202,yeast,hgb,13,crcc_p_l10,high
109,0.6539661554732945,0.6286286286286287,0.4918032786885246,0.24770642201834864,0.009174311926605505,yeast,hgb,13,crcc_m,high
0,0.5729508196721311,0.5795569946280079,0.2459016393442623,0.0,0.0,yeast,hgb,29,no_cleaning,high
109,0.6465891062929667,0.658457997698504,0.3770491803278688,0.27522935779816515,0.08256880733944955,yeast,hgb,29,random_deletion,high
109,0.6023796932839767,0.6123187872543969,0.29508196721311475,0.7155963302752294,0.25688073394495414,yeast,hgb,29,global_top_loss,high
109,0.632469592808038,0.6195330880135127,0.4262295081967213,0.3302752293577982,0.03669724770642202,yeast,hgb,29,class_proportional,high
109,0.5956636700158646,0.6095166281791476,0.26229508196721313,1.0,0.0,yeast,hgb,29,oracle_deletion,high
109,0.632469592808038,0.6195330880135127,0.4262295081967213,0.3302752293577982,0.03669724770642202,yeast,hgb,29,crcc_p_l0,high
109,0.632469592808038,0.6195330880135127,0.4262295081967213,0.3302752293577982,0.03669724770642202,yeast,hgb,29,crcc_p_l025,high
109,0.632469592808038,0.6195330880135127,0.4262295081967213,0.3302752293577982,0.03669724770642202,yeast,hgb,29,crcc_p_l05,high
109,0.632469592808038,0.6195330880135127,0.4262295081967213,0.3302752293577982,0.03669724770642202,yeast,hgb,29,crcc_p_l10,high
109,0.6163405605499735,0.5970388155262105,0.4262295081967213,0.23853211009174313,0.03669724770642202,yeast,hgb,29,crcc_m,high
0,0.5875991538868324,0.5974198215577526,0.26229508196721313,0.0,0.0,yeast,hgb,47,no_cleaning,high
109,0.5791380222104706,0.5929339477726574,0.21311475409836064,0.22935779816513763,0.10091743119266056,yeast,hgb,47,random_deletion,high
109,0.5923056583818086,0.6076628975839908,0.2459016393442623,0.8073394495412844,0.1651376146788991,yeast,hgb,47,global_top_loss,high
109,0.6582760444209413,0.6593204775022956,0.4262295081967213,0.4036697247706422,0.0,yeast,hgb,47,class_proportional,high
109,0.634769962982549,0.661928193912885,0.3114754098360656,1.0,0.0,yeast,hgb,47,oracle_deletion,high
109,0.6582760444209413,0.6593204775022956,0.4262295081967213,0.4036697247706422,0.0,yeast,hgb,47,crcc_p_l0,high
109,0.6582760444209413,0.6593204775022956,0.4262295081967213,0.4036697247706422,0.0,yeast,hgb,47,crcc_p_l025,high
109,0.6582760444209413,0.6593204775022956,0.4262295081967213,0.4036697247706422,0.0,yeast,hgb,47,crcc_p_l05,high
109,0.6582760444209413,0.6593204775022956,0.4262295081967213,0.4036697247706422,0.0,yeast,hgb,47,crcc_p_l10,high
109,0.6371760973030143,0.6317945846905537,0.4098360655737705,0.27522935779816515,0.0,yeast,hgb,47,crcc_m,high
0,0.6041248016922263,0.6109126984126985,0.3114754098360656,0.0,0.0,yeast,hgb,61,no_cleaning,high
109,0.5729508196721311,0.5795569946280079,0.2459016393442623,0.22935779816513763,0.13761467889908258,yeast,hgb,61,random_deletion,high
109,0.5693283976731888,0.5804088384733546,0.19672131147540983,0.8073394495412844,0.1651376146788991,yeast,hgb,61,global_top_loss,high
109,0.6163405605499735,0.5970388155262105,0.4262295081967213,0.3944954128440367,0.009174311926605505,yeast,hgb,61,class_proportional,high
109,0.587334743521946,0.6029431438127091,0.22950819672131148,1.0,0.0,yeast,hgb,61,oracle_deletion,high
109,0.6163405605499735,0.5970388155262105,0.4262295081967213,0.3944954128440367,0.009174311926605505,yeast,hgb,61,crcc_p_l0,high
109,0.6163405605499735,0.5970388155262105,0.4262295081967213,0.3944954128440367,0.009174311926605505,yeast,hgb,61,crcc_p_l025,high
109,0.6163405605499735,0.5970388155262105,0.4262295081967213,0.3944954128440367,0.009174311926605505,yeast,hgb,61,crcc_p_l05,high
109,0.6163405605499735,0.5970388155262105,0.4262295081967213,0.3944954128440367,0.009174311926605505,yeast,hgb,61,crcc_p_l10,high
109,0.6276308831306187,0.612624584717608,0.4262295081967213,0.28440366972477066,0.0,yeast,hgb,61,crcc_m,high
0,0.5646218931782125,0.5723676012461059,0.21311475409836064,0.0,0.0,yeast,hgb,83,no_cleaning,high
109,0.5759122157588578,0.5881670725847872,0.21311475409836064,0.28440366972477066,0.07339449541284404,yeast,hgb,83,random_deletion,high
109,0.5776573241671074,0.5885093167701863,0.22950819672131148,0.7247706422018348,0.24770642201834864,yeast,hgb,83,global_top_loss,high
109,0.612585933368588,0.6103598055105348,0.36065573770491804,0.3394495412844037,0.05504587155963303,yeast,hgb,83,class_proportional,high
109,0.593918561607615,0.6101917520357236,0.2459016393442623,1.0,0.0,yeast,hgb,83,oracle_deletion,high
109,0.612585933368588,0.6103598055105348,0.36065573770491804,0.3394495412844037,0.05504587155963303,yeast,hgb,83,crcc_p_l0,high
109,0.612585933368588,0.6103598055105348,0.36065573770491804,0.3394495412844037,0.05504587155963303,yeast,hgb,83,crcc_p_l025,high
109,0.612585933368588,0.6103598055105348,0.36065573770491804,0.3394495412844037,0.05504587155963303,yeast,hgb,83,crcc_p_l05,high
109,0.612585933368588,0.6103598055105348,0.36065573770491804,0.3394495412844037,0.05504587155963303,yeast,hgb,83,crcc_p_l10,high
109,0.6175568482284506,0.6129122557003257,0.3770491803278688,0.27522935779816515,0.009174311926605505,yeast,hgb,83,crcc_m,high
0,0.5789473684210527,0.5815691158156912,0.15789473684210525,0.0,0.0,ecoli,lr,13,no_cleaning,high
23,0.5789473684210527,0.5815691158156912,0.15789473684210525,0.13043478260869565,0.043478260869565216,ecoli,lr,13,random_deletion,high
23,0.5898785425101214,0.6005594405594405,0.21052631578947367,0.9130434782608695,0.08695652173913043,ecoli,lr,13,global_top_loss,high
23,0.6072874493927125,0.6111111111111112,0.3684210526315789,0.5217391304347826,0.0,ecoli,lr,13,class_proportional,high
23,0.6052631578947368,0.6221889055472264,0.21052631578947367,1.0,0.0,ecoli,lr,13,oracle_deletion,high
23,0.6072874493927125,0.6111111111111112,0.3684210526315789,0.5217391304347826,0.0,ecoli,lr,13,crcc_p_l0,high
23,0.6072874493927125,0.6111111111111112,0.3684210526315789,0.5217391304347826,0.0,ecoli,lr,13,crcc_p_l025,high
23,0.6072874493927125,0.6111111111111112,0.3684210526315789,0.5217391304347826,0.0,ecoli,lr,13,crcc_p_l05,high
23,0.6072874493927125,0.6111111111111112,0.3684210526315789,0.5217391304347826,0.0,ecoli,lr,13,crcc_p_l10,high
23,0.6489878542510121,0.6571428571428571,0.42105263157894735,0.4782608695652174,0.0,ecoli,lr,13,crcc_m,high
0,0.571255060728745,0.5718140929535233,0.15789473684210525,0.0,0.0,ecoli,lr,29,no_cleaning,high
23,0.571255060728745,0.5718140929535233,0.15789473684210525,0.30434782608695654,0.043478260869565216,ecoli,lr,29,random_deletion,high
23,0.6425101214574899,0.6690307328605201,0.3157894736842105,0.9130434782608695,0.08695652173913043,ecoli,lr,29,global_top_loss,high
23,0.7388663967611335,0.7257537929710005,0.631578947368421,0.4782608695652174,0.0,ecoli,lr,29,class_proportional,high
23,0.763157894736842,0.8124534854874721,0.5263157894736842,1.0,0.0,ecoli,lr,29,oracle_deletion,high
23,0.7388663967611335,0.7257537929710005,0.631578947368421,0.4782608695652174,0.0,ecoli,lr,29,crcc_p_l0,high
23,0.7388663967611335,0.7257537929710005,0.631578947368421,0.4782608695652174,0.0,ecoli,lr,29,crcc_p_l025,high
23,0.7388663967611335,0.7257537929710005,0.631578947368421,0.4782608695652174,0.0,ecoli,lr,29,crcc_p_l05,high
23,0.7388663967611335,0.7257537929710005,0.631578947368421,0.4782608695652174,0.0,ecoli,lr,29,crcc_p_l10,high
23,0.7311740890688259,0.7142857142857142,0.631578947368421,0.34782608695652173,0.0,ecoli,lr,29,crcc_m,high
0,0.7105263157894737,0.7572892040977147,0.42105263157894735,0.0,0.0,ecoli,lr,47,no_cleaning,high
23,0.763157894736842,0.8124534854874721,0.5263157894736842,0.17391304347826086,0.043478260869565216,ecoli,lr,47,random_deletion,high
23,0.7894736842105263,0.8376811594202898,0.5789473684210527,0.9130434782608695,0.08695652173913043,ecoli,lr,47,global_top_loss,high
23,0.7991902834008098,0.7777777777777777,0.7368421052631579,0.5652173913043478,0.0,ecoli,lr,47,class_proportional,high
23,0.7894736842105263,0.8376811594202898,0.5789473684210527,1.0,0.0,ecoli,lr,47,oracle_deletion,high
23,0.7991902834008098,0.7777777777777777,0.7368421052631579,0.5652173913043478,0.0,ecoli,lr,47,crcc_p_l0,high
23,0.7991902834008098,0.7777777777777777,0.7368421052631579,0.5652173913043478,0.0,ecoli,lr,47,crcc_p_l025,high
23,0.7991902834008098,0.7777777777777777,0.7368421052631579,0.5652173913043478,0.0,ecoli,lr,47,crcc_p_l05,high
23,0.7991902834008098,0.7777777777777777,0.7368421052631579,0.5652173913043478,0.0,ecoli,lr,47,crcc_p_l10,high
23,0.791497975708502,0.7655813953488373,0.7368421052631579,0.391304347826087,0.0,ecoli,lr,47,crcc_m,high
0,0.5263157894736842,0.4891891891891892,0.05263157894736842,0.0,0.0,ecoli,lr,61,no_cleaning,high
23,0.5,0.436241610738255,0.0,0.08695652173913043,0.08695652173913043,ecoli,lr,61,random_deletion,high
23,0.6578947368421053,0.6945454545454546,0.3157894736842105,0.8695652173913043,0.13043478260869565,ecoli,lr,61,global_top_loss,high
23,0.825506072874494,0.7968372093023256,0.7894736842105263,0.6956521739130435,0.0,ecoli,lr,61,class_proportional,high
23,0.7817813765182187,0.8219919943489522,0.5789473684210527,1.0,0.0,ecoli,lr,61,oracle_deletion,high
23,0.825506072874494,0.7968372093023256,0.7894736842105263,0.6956521739130435,0.0,ecoli,lr,61,crcc_p_l0,high
23,0.825506072874494,0.7968372093023256,0.7894736842105263,0.6956521739130435,0.0,ecoli,lr,61,crcc_p_l025,high
23,0.825506072874494,0.7968372093023256,0.7894736842105263,0.6956521739130435,0.0,ecoli,lr,61,crcc_p_l05,high
23,0.825506072874494,0.7968372093023256,0.7894736842105263,0.6956521739130435,0.0,ecoli,lr,61,crcc_p_l10,high
23,0.825506072874494,0.7968372093023256,0.7894736842105263,0.5652173913043478,0.0,ecoli,lr,61,crcc_m,high
0,0.537246963562753,0.52143928035982,0.10526315789473684,0.0,0.0,ecoli,lr,83,no_cleaning,high
23,0.5449392712550607,0.5292652552926526,0.10526315789473684,0.2608695652173913,0.21739130434782608,ecoli,lr,83,random_deletion,high
23,0.7214574898785425,0.7565217391304347,0.47368421052631576,0.9130434782608695,0.08695652173913043,ecoli,lr,83,global_top_loss,high
23,0.8485829959514171,0.8359375,0.7894736842105263,0.5652173913043478,0.0,ecoli,lr,83,class_proportional,high
23,0.6161943319838057,0.6359696641386783,0.2631578947368421,1.0,0.0,ecoli,lr,83,oracle_deletion,high
23,0.8485829959514171,0.8359375,0.7894736842105263,0.5652173913043478,0.0,ecoli,lr,83,crcc_p_l0,high
23,0.8485829959514171,0.8359375,0.7894736842105263,0.5652173913043478,0.0,ecoli,lr,83,crcc_p_l025,high
23,0.8485829959514171,0.8359375,0.7894736842105263,0.5652173913043478,0.0,ecoli,lr,83,crcc_p_l05,high
