deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,dataset,model,seed,method,noise_level
62,0.5780952380952381,0.5633950401676563,0.17333333333333334,0.16129032258064516,0.11290322580645161,credit-g,lr,13,random_deletion,medium
62,0.6038095238095238,0.6058724997536703,0.25333333333333335,0.5967741935483871,0.4032258064516129,credit-g,lr,13,global_top_loss,medium
62,0.660952380952381,0.6706192358366272,0.4533333333333333,0.25806451612903225,0.04838709677419355,credit-g,lr,13,class_proportional,medium
62,0.6028571428571429,0.6032645658580821,0.24,1.0,0.0,credit-g,lr,13,oracle_deletion,medium
62,0.660952380952381,0.6706192358366272,0.4533333333333333,0.25806451612903225,0.04838709677419355,credit-g,lr,13,crcc_p_l0,medium
62,0.660952380952381,0.6706192358366272,0.4533333333333333,0.25806451612903225,0.04838709677419355,credit-g,lr,13,crcc_p_l025,medium
62,0.660952380952381,0.6706192358366272,0.4533333333333333,0.25806451612903225,0.04838709677419355,credit-g,lr,13,crcc_p_l05,medium
62,0.660952380952381,0.6706192358366272,0.4533333333333333,0.25806451612903225,0.04838709677419355,credit-g,lr,13,crcc_p_l10,medium
62,0.6476190476190476,0.656964656964657,0.4266666666666667,0.20967741935483872,0.016129032258064516,credit-g,lr,13,crcc_m,medium
0,0.5285714285714286,0.482636428065202,0.08,0.0,0.0,credit-g,lr,29,no_cleaning,medium
62,0.5514285714285714,0.5199131669032312,0.12,0.0967741935483871,0.08064516129032258,credit-g,lr,29,random_deletion,medium
62,0.5171428571428571,0.473741764400339,0.08,0.5645161290322581,0.43548387096774194,credit-g,lr,29,global_top_loss,medium
62,0.5971428571428572,0.6020410388364335,0.32,0.22580645161290322,0.016129032258064516,credit-g,lr,29,class_proportional,medium
62,0.5619047619047619,0.5392953929539295,0.14666666666666667,1.0,0.0,credit-g,lr,29,oracle_deletion,medium
62,0.5971428571428572,0.6020410388364335,0.32,0.22580645161290322,0.016129032258064516,credit-g,lr,29,crcc_p_l0,medium
62,0.5971428571428572,0.6020410388364335,0.32,0.22580645161290322,0.016129032258064516,credit-g,lr,29,crcc_p_l025,medium
62,0.5971428571428572,0.6020410388364335,0.32,0.22580645161290322,0.016129032258064516,credit-g,lr,29,crcc_p_l05,medium
62,0.5971428571428572,0.6020410388364335,0.32,0.22580645161290322,0.016129032258064516,credit-g,lr,29,crcc_p_l10,medium
62,0.5942857142857143,0.5988377135918119,0.32,0.12903225806451613,0.016129032258064516,credit-g,lr,29,crcc_m,medium
0,0.5142857142857142,0.44940476190476186,0.04,0.0,0.0,credit-g,lr,47,no_cleaning,medium
62,0.5276190476190477,0.47485120784222196,0.06666666666666667,0.12903225806451613,0.08064516129032258,credit-g,lr,47,random_deletion,medium
62,0.5723809523809524,0.5574753639269768,0.17333333333333334,0.6774193548387096,0.3225806451612903,credit-g,lr,47,global_top_loss,medium
62,0.6628571428571428,0.6744791666666667,0.44,0.24193548387096775,0.04838709677419355,credit-g,lr,47,class_proportional,medium
62,0.5485714285714285,0.5173212709620476,0.12,1.0,0.0,credit-g,lr,47,oracle_deletion,medium
62,0.6628571428571428,0.6744791666666667,0.44,0.24193548387096775,0.04838709677419355,credit-g,lr,47,crcc_p_l0,medium
62,0.6628571428571428,0.6744791666666667,0.44,0.24193548387096775,0.04838709677419355,credit-g,lr,47,crcc_p_l025,medium
62,0.6628571428571428,0.6744791666666667,0.44,0.24193548387096775,0.04838709677419355,credit-g,lr,47,crcc_p_l05,medium
62,0.6628571428571428,0.6744791666666667,0.44,0.24193548387096775,0.04838709677419355,credit-g,lr,47,crcc_p_l10,medium
62,0.6628571428571428,0.6744791666666667,0.44,0.1774193548387097,0.016129032258064516,credit-g,lr,47,crcc_m,medium
0,0.5647619047619048,0.5420869898028924,0.14666666666666667,0.0,0.0,credit-g,lr,61,no_cleaning,medium
62,0.5847619047619048,0.5737425404944587,0.18666666666666668,0.08064516129032258,0.08064516129032258,credit-g,lr,61,random_deletion,medium
62,0.5695238095238095,0.5545540299758935,0.17333333333333334,0.46774193548387094,0.532258064516129,credit-g,lr,61,global_top_loss,medium
62,0.6447619047619048,0.6565559650232233,0.38666666666666666,0.20967741935483872,0.06451612903225806,credit-g,lr,61,class_proportional,medium
59,0.6019047619047618,0.6003506600660066,0.22666666666666666,1.0,0.0,credit-g,lr,61,oracle_deletion,medium
62,0.6447619047619048,0.6565559650232233,0.38666666666666666,0.20967741935483872,0.06451612903225806,credit-g,lr,61,crcc_p_l0,medium
62,0.6447619047619048,0.6565559650232233,0.38666666666666666,0.20967741935483872,0.06451612903225806,credit-g,lr,61,crcc_p_l025,medium
62,0.6447619047619048,0.6565559650232233,0.38666666666666666,0.20967741935483872,0.06451612903225806,credit-g,lr,61,crcc_p_l05,medium
62,0.6447619047619048,0.6565559650232233,0.38666666666666666,0.20967741935483872,0.06451612903225806,credit-g,lr,61,crcc_p_l10,medium
62,0.6561904761904762,0.6675181017922358,0.4266666666666667,0.14516129032258066,0.03225806451612903,credit-g,lr,61,crcc_m,medium
0,0.5771428571428572,0.5684841100619352,0.2,0.0,0.0,credit-g,lr,83,no_cleaning,medium
62,0.600952380952381,0.6026020395686092,0.25333333333333335,0.08064516129032258,0.12903225806451613,credit-g,lr,83,random_deletion,medium
62,0.5685714285714286,0.5595424204074543,0.2,0.5483870967741935,0.45161290322580644,credit-g,lr,83,global_top_loss,medium
62,0.6485714285714286,0.656839646800926,0.44,0.22580645161290322,0.06451612903225806,credit-g,lr,83,class_proportional,medium
61,0.5847619047619048,0.5737425404944587,0.18666666666666668,1.0,0.0,credit-g,lr,83,oracle_deletion,medium
62,0.6485714285714286,0.656839646800926,0.44,0.22580645161290322,0.06451612903225806,credit-g,lr,83,crcc_p_l0,medium
62,0.6485714285714286,0.656839646800926,0.44,0.22580645161290322,0.06451612903225806,credit-g,lr,83,crcc_p_l025,medium
62,0.6485714285714286,0.656839646800926,0.44,0.22580645161290322,0.06451612903225806,credit-g,lr,83,crcc_p_l05,medium
62,0.6485714285714286,0.656839646800926,0.44,0.22580645161290322,0.06451612903225806,credit-g,lr,83,crcc_p_l10,medium
62,0.6390476190476191,0.6465960541681178,0.4266666666666667,0.14516129032258066,0.03225806451612903,credit-g,lr,83,crcc_m,medium
0,0.5752380952380952,0.5689230466055769,0.21333333333333335,0.0,0.0,credit-g,hgb,13,no_cleaning,medium
62,0.5780952380952381,0.5719496761706245,0.21333333333333335,0.16129032258064516,0.11290322580645161,credit-g,hgb,13,random_deletion,medium
62,0.5761904761904763,0.5646523716699156,0.18666666666666668,0.5645161290322581,0.4032258064516129,credit-g,hgb,13,global_top_loss,medium
62,0.5980952380952381,0.6032086479066575,0.3333333333333333,0.1774193548387097,0.0967741935483871,credit-g,hgb,13,class_proportional,medium
62,0.5723809523809524,0.5574753639269768,0.17333333333333334,1.0,0.0,credit-g,hgb,13,oracle_deletion,medium
62,0.5980952380952381,0.6032086479066575,0.3333333333333333,0.1774193548387097,0.0967741935483871,credit-g,hgb,13,crcc_p_l0,medium
62,0.5980952380952381,0.6032086479066575,0.3333333333333333,0.1774193548387097,0.0967741935483871,credit-g,hgb,13,crcc_p_l025,medium
62,0.5980952380952381,0.6032086479066575,0.3333333333333333,0.1774193548387097,0.0967741935483871,credit-g,hgb,13,crcc_p_l05,medium
62,0.5980952380952381,0.6032086479066575,0.3333333333333333,0.1774193548387097,0.0967741935483871,credit-g,hgb,13,crcc_p_l10,medium
62,0.6076190476190476,0.6139327385037748,0.3466666666666667,0.14516129032258066,0.03225806451612903,credit-g,hgb,13,crcc_m,medium
0,0.56,0.5507964257964257,0.2,0.0,0.0,credit-g,hgb,29,no_cleaning,medium
62,0.5961904761904762,0.5938673977053508,0.22666666666666666,0.0967741935483871,0.08064516129032258,credit-g,hgb,29,random_deletion,medium
62,0.5266666666666666,0.4874108094808497,0.09333333333333334,0.46774193548387094,0.5,credit-g,hgb,29,global_top_loss,medium
62,0.5485714285714285,0.5452125299494188,0.24,0.20967741935483872,0.04838709677419355,credit-g,hgb,29,class_proportional,medium
62,0.5857142857142857,0.5776478232618583,0.2,1.0,0.0,credit-g,hgb,29,oracle_deletion,medium
62,0.5485714285714285,0.5452125299494188,0.24,0.20967741935483872,0.04838709677419355,credit-g,hgb,29,crcc_p_l0,medium
62,0.5485714285714285,0.5452125299494188,0.24,0.20967741935483872,0.04838709677419355,credit-g,hgb,29,crcc_p_l025,medium
62,0.5485714285714285,0.5452125299494188,0.24,0.20967741935483872,0.04838709677419355,credit-g,hgb,29,crcc_p_l05,medium
62,0.5485714285714285,0.5452125299494188,0.24,0.20967741935483872,0.04838709677419355,credit-g,hgb,29,crcc_p_l10,medium
62,0.5838095238095238,0.5873294469169853,0.3333333333333333,0.12903225806451613,0.016129032258064516,credit-g,hgb,29,crcc_m,medium
0,0.6095238095238096,0.6125,0.25333333333333335,0.0,0.0,credit-g,hgb,47,no_cleaning,medium
62,0.6104761904761904,0.6169765155153095,0.30666666666666664,0.12903225806451613,0.08064516129032258,credit-g,hgb,47,random_deletion,medium
62,0.5571428571428572,0.5386614684860299,0.16,0.5645161290322581,0.43548387096774194,credit-g,hgb,47,global_top_loss,medium
62,0.6257142857142857,0.6347499945485073,0.36,0.16129032258064516,0.0967741935483871,credit-g,hgb,47,class_proportional,medium
62,0.599047619047619,0.5970939602466041,0.22666666666666666,1.0,0.0,credit-g,hgb,47,oracle_deletion,medium
62,0.6257142857142857,0.6347499945485073,0.36,0.16129032258064516,0.0967741935483871,credit-g,hgb,47,crcc_p_l0,medium
62,0.6257142857142857,0.6347499945485073,0.36,0.16129032258064516,0.0967741935483871,credit-g,hgb,47,crcc_p_l025,medium
62,0.6257142857142857,0.6347499945485073,0.36,0.16129032258064516,0.0967741935483871,credit-g,hgb,47,crcc_p_l05,medium
62,0.6257142857142857,0.6347499945485073,0.36,0.16129032258064516,0.0967741935483871,credit-g,hgb,47,crcc_p_l10,medium
62,0.6247619047619047,0.6324764784946236,0.38666666666666666,0.11290322580645161,0.06451612903225806,credit-g,hgb,47,crcc_m,medium
0,0.5771428571428572,0.5684841100619352,0.2,0.0,0.0,credit-g,hgb,61,no_cleaning,medium
62,0.5619047619047619,0.55,0.18666666666666668,0.08064516129032258,0.08064516129032258,credit-g,hgb,61,random_deletion,medium
62,0.539047619047619,0.5035304501323918,0.10666666666666667,0.43548387096774194,0.5645161290322581,credit-g,hgb,61,global_top_loss,medium
62,0.6466666666666667,0.6596817745642811,0.37333333333333335,0.20967741935483872,0.016129032258064516,credit-g,hgb,61,class_proportional,medium
59,0.5695238095238095,0.5545540299758935,0.17333333333333334,1.0,0.0,credit-g,hgb,61,oracle_deletion,medium
62,0.6466666666666667,0.6596817745642811,0.37333333333333335,0.20967741935483872,0.016129032258064516,credit-g,hgb,61,crcc_p_l0,medium
62,0.6466666666666667,0.6596817745642811,0.37333333333333335,0.20967741935483872,0.016129032258064516,credit-g,hgb,61,crcc_p_l025,medium
62,0.6466666666666667,0.6596817745642811,0.37333333333333335,0.20967741935483872,0.016129032258064516,credit-g,hgb,61,crcc_p_l05,medium
62,0.6466666666666667,0.6596817745642811,0.37333333333333335,0.20967741935483872,0.016129032258064516,credit-g,hgb,61,crcc_p_l10,medium
62,0.6780952380952381,0.6923011628893982,0.4533333333333333,0.12903225806451613,0.0,credit-g,hgb,61,crcc_m,medium
0,0.5838095238095238,0.578075014483992,0.21333333333333335,0.0,0.0,credit-g,hgb,83,no_cleaning,medium
62,0.5676190476190477,0.5557924662402274,0.18666666666666668,0.08064516129032258,0.12903225806451613,credit-g,hgb,83,random_deletion,medium
62,0.5304761904761904,0.49622504634729575,0.10666666666666667,0.5161290322580645,0.46774193548387094,credit-g,hgb,83,global_top_loss,medium
62,0.5952380952380952,0.5990965556182948,0.29333333333333333,0.14516129032258066,0.0967741935483871,credit-g,hgb,83,class_proportional,medium
61,0.5761904761904761,0.572031344183243,0.22666666666666666,1.0,0.0,credit-g,hgb,83,oracle_deletion,medium
62,0.5952380952380952,0.5990965556182948,0.29333333333333333,0.14516129032258066,0.0967741935483871,credit-g,hgb,83,crcc_p_l0,medium
62,0.5952380952380952,0.5990965556182948,0.29333333333333333,0.14516129032258066,0.0967741935483871,credit-g,hgb,83,crcc_p_l025,medium
62,0.5952380952380952,0.5990965556182948,0.29333333333333333,0.14516129032258066,0.0967741935483871,credit-g,hgb,83,crcc_p_l05,medium
62,0.5952380952380952,0.5990965556182948,0.29333333333333333,0.14516129032258066,0.0967741935483871,credit-g,hgb,83,crcc_p_l10,medium
62,0.5857142857142857,0.5878035008469791,0.28,0.06451612903225806,0.06451612903225806,credit-g,hgb,83,crcc_m,medium
0,0.605076679005817,0.6327487346145944,0.22950819672131148,0.0,0.0,yeast,lr,13,no_cleaning,medium
109,0.6214701216287678,0.6540760919246028,0.26229508196721313,0.07339449541284404,0.07339449541284404,yeast,lr,13,random_deletion,medium
109,0.652644103648863,0.6905754795663053,0.32786885245901637,0.6972477064220184,0.29357798165137616,yeast,lr,13,global_top_loss,medium
109,0.7714172395557906,0.7479130265967773,0.6557377049180327,0.3302752293577982,0.045871559633027525,yeast,lr,13,class_proportional,medium
109,0.6706504494976203,0.7127346559526473,0.36065573770491804,1.0,0.0,yeast,lr,13,oracle_deletion,medium
109,0.7714172395557906,0.7479130265967773,0.6557377049180327,0.3302752293577982,0.045871559633027525,yeast,lr,13,crcc_p_l0,medium
109,0.7714172395557906,0.7479130265967773,0.6557377049180327,0.3302752293577982,0.045871559633027525,yeast,lr,13,crcc_p_l025,medium
109,0.7714172395557906,0.7479130265967773,0.6557377049180327,0.3302752293577982,0.045871559633027525,yeast,lr,13,crcc_p_l05,medium
109,0.7714172395557906,0.7479130265967773,0.6557377049180327,0.3302752293577982,0.045871559633027525,yeast,lr,13,crcc_p_l10,medium
109,0.7665785298783712,0.7388477277879189,0.6557377049180327,0.26605504587155965,0.009174311926605505,yeast,lr,13,crcc_m,medium
0,0.6213379164463247,0.6594668489405331,0.2459016393442623,0.0,0.0,yeast,lr,29,no_cleaning,medium
109,0.6197250132205182,0.6561631139944393,0.2459016393442623,0.14678899082568808,0.10091743119266056,yeast,lr,29,random_deletion,medium
109,0.7066631411951348,0.7557603686635945,0.4262295081967213,0.7155963302752294,0.27522935779816515,yeast,lr,29,global_top_loss,medium
109,0.7694077207826546,0.7748087999244642,0.6065573770491803,0.3577981651376147,0.027522935779816515,yeast,lr,29,class_proportional,medium
109,0.6590957165520889,0.704660587639311,0.32786885245901637,1.0,0.0,yeast,lr,29,oracle_deletion,medium
109,0.7694077207826546,0.7748087999244642,0.6065573770491803,0.3577981651376147,0.027522935779816515,yeast,lr,29,crcc_p_l0,medium
109,0.7694077207826546,0.7748087999244642,0.6065573770491803,0.3577981651376147,0.027522935779816515,yeast,lr,29,crcc_p_l025,medium
109,0.7694077207826546,0.7748087999244642,0.6065573770491803,0.3577981651376147,0.027522935779816515,yeast,lr,29,crcc_p_l05,medium
109,0.7694077207826546,0.7748087999244642,0.6065573770491803,0.3577981651376147,0.027522935779816515,yeast,lr,29,crcc_p_l10,medium
109,0.7710206240084612,0.778302911777488,0.6065573770491803,0.27522935779816515,0.0,yeast,lr,29,crcc_m,medium
0,0.5493125330512956,0.5517947457870058,0.11475409836065574,0.0,0.0,yeast,lr,47,no_cleaning,medium
109,0.5459545214172395,0.544608824859487,0.09836065573770492,0.1651376146788991,0.11009174311926606,yeast,lr,47,random_deletion,medium
109,0.5902961396086727,0.6131835032437443,0.19672131147540983,0.7155963302752294,0.25688073394495414,yeast,lr,47,global_top_loss,medium
109,0.7168693812797462,0.7365247764395554,0.4918032786885246,0.3302752293577982,0.045871559633027525,yeast,lr,47,class_proportional,medium
109,0.6148863035430989,0.6466072729310248,0.2459016393442623,1.0,0.0,yeast,lr,47,oracle_deletion,medium
109,0.7168693812797462,0.7365247764395554,0.4918032786885246,0.3302752293577982,0.045871559633027525,yeast,lr,47,crcc_p_l0,medium
109,0.7168693812797462,0.7365247764395554,0.4918032786885246,0.3302752293577982,0.045871559633027525,yeast,lr,47,crcc_p_l025,medium
109,0.7168693812797462,0.7365247764395554,0.4918032786885246,0.3302752293577982,0.045871559633027525,yeast,lr,47,crcc_p_l05,medium
109,0.7168693812797462,0.7365247764395554,0.4918032786885246,0.3302752293577982,0.045871559633027525,yeast,lr,47,crcc_p_l10,medium
109,0.7218402961396087,0.7371031746031746,0.5081967213114754,0.26605504587155965,0.009174311926605505,yeast,lr,47,crcc_m,medium
0,0.6279217345319936,0.6670866983599671,0.26229508196721313,0.0,0.0,yeast,lr,61,no_cleaning,medium
109,0.6279217345319936,0.6670866983599671,0.26229508196721313,0.12844036697247707,0.1926605504587156,yeast,lr,61,random_deletion,medium
109,0.6788471708090957,0.721813224267212,0.3770491803278688,0.7064220183486238,0.26605504587155965,yeast,lr,61,global_top_loss,medium
109,0.7450819672131148,0.7356473941368078,0.5901639344262295,0.3761467889908257,0.027522935779816515,yeast,lr,61,class_proportional,medium
109,0.6640666314119513,0.7070281653066597,0.3442622950819672,1.0,0.0,yeast,lr,61,oracle_deletion,medium
109,0.7450819672131148,0.7356473941368078,0.5901639344262295,0.3761467889908257,0.027522935779816515,yeast,lr,61,crcc_p_l0,medium
109,0.7450819672131148,0.7356473941368078,0.5901639344262295,0.3761467889908257,0.027522935779816515,yeast,lr,61,crcc_p_l025,medium
109,0.7450819672131148,0.7356473941368078,0.5901639344262295,0.3761467889908257,0.027522935779816515,yeast,lr,61,crcc_p_l05,medium
109,0.7450819672131148,0.7356473941368078,0.5901639344262295,0.3761467889908257,0.027522935779816515,yeast,lr,61,crcc_p_l10,medium
109,0.7418561607615018,0.7295374560080443,0.5901639344262295,0.28440366972477066,0.009174311926605505,yeast,lr,61,crcc_m,medium
0,0.5869381279746166,0.6097264929600259,0.18032786885245902,0.0,0.0,yeast,lr,83,no_cleaning,medium
109,0.5771285034373348,0.5947159734584884,0.16393442622950818,0.13761467889908258,0.11009174311926606,yeast,lr,83,random_deletion,medium
109,0.642702273929138,0.6846637102734664,0.29508196721311475,0.6330275229357798,0.3577981651376147,yeast,lr,83,global_top_loss,medium
109,0.7480433632998413,0.7616214102134317,0.5573770491803278,0.3761467889908257,0.01834862385321101,yeast,lr,83,class_proportional,medium
109,0.6410893707033316,0.6812073788324771,0.29508196721311475,1.0,0.0,yeast,lr,83,oracle_deletion,medium
109,0.7480433632998413,0.7616214102134317,0.5573770491803278,0.3761467889908257,0.01834862385321101,yeast,lr,83,crcc_p_l0,medium
109,0.7480433632998413,0.7616214102134317,0.5573770491803278,0.3761467889908257,0.01834862385321101,yeast,lr,83,crcc_p_l025,medium
109,0.7480433632998413,0.7616214102134317,0.5573770491803278,0.3761467889908257,0.01834862385321101,yeast,lr,83,crcc_p_l05,medium
